timestamp,price,volume
2025-01-02 13:16,113.82,2351
2025-01-02 13:17,113.57,1395
2025-01-02 13:18,113.24,1142
2025-01-02 13:19,113.48,2980
2025-01-02 13:20,113.55,2043
2025-01-02 13:21,113.09,1818
2025-01-02 13:22,112.68,1678
2025-01-02 13:23,111.81,2923
2025-01-02 13:24,112.82,1534
2025-01-02 13:25,112.99,1365
2025-01-02 13:26,111.74,1078
2025-01-02 13:27,111.04,1222
2025-01-02 13:28,110.67,2610
2025-01-02 13:29,110.40,1642
2025-01-02 13:30,109.08,1236
2025-01-02 13:31,109.64,1788
2025-01-02 13:32,109.90,1090
2025-01-02 13:33,109.71,2451
2025-01-02 13:34,109.15,2651
2025-01-02 13:35,109.39,2102
2025-01-02 13:36,108.93,2509
2025-01-02 13:37,107.83,2373
2025-01-02 13:38,108.01,2943
2025-01-02 13:39,108.51,2360
2025-01-02 13:40,109.12,2358
2025-01-02 13:41,108.79,2736
2025-01-02 13:42,109.55,2038
2025-01-02 13:43,110.31,1633
2025-01-02 13:44,110.08,2427
2025-01-02 13:45,109.70,1605
2025-01-02 13:46,109.39,2361
2025-01-02 13:47,109.28,2925
2025-01-02 13:48,108.68,1356
2025-01-02 13:49,109.25,2260
2025-01-02 13:50,108.79,2707
2025-01-02 13:51,108.57,1000
2025-01-02 13:52,108.46,2609
2025-01-02 13:53,108.78,2187
2025-01-02 13:54,108.44,1904
2025-01-02 13:55,108.16,1905
2025-01-02 13:56,107.89,2625
2025-01-02 13:57,107.36,2845
2025-01-02 13:58,108.15,2349
2025-01-02 13:59,107.95,1173
2025-01-02 14:00,107.79,2268
2025-01-02 14:01,108.51,1686
2025-01-02 14:02,109.54,1481
2025-01-02 14:03,110.22,2377
2025-01-02 14:04,109.89,1301
2025-01-02 14:05,110.73,1050
2025-01-02 14:06,112.10,2251
2025-01-02 14:07,112.52,2740
2025-01-02 14:08,112.58,2814
2025-01-02 14:09,112.03,2289
2025-01-02 14:10,111.32,1786
2025-01-02 14:11,110.96,2012
2025-01-02 14:12,110.73,2408
2025-01-02 14:13,110.90,1011
2025-01-02 14:14,111.67,2813
2025-01-02 14:15,111.05,1218
2025-01-02 14:16,111.12,2646
2025-01-02 14:17,110.77,2961
2025-01-02 14:18,110.58,2141
2025-01-02 14:19,110.06,1510
2025-01-02 14:20,110.28,1273
2025-01-02 14:21,110.15,2641
2025-01-02 14:22,109.55,2144
2025-01-02 14:23,109.69,2219
2025-01-02 14:24,109.34,1906
2025-01-02 14:25,110.11,2254
2025-01-02 14:26,110.53,1873
2025-01-02 14:27,109.56,2701
2025-01-02 14:28,110.01,1325
2025-01-02 14:29,109.71,2523
2025-01-02 14:30,110.06,2539
2025-01-02 14:31,109.65,1506
2025-01-02 14:32,109.86,2592
2025-01-02 14:33,109.52,2067
2025-01-02 14:34,109.15,1900
2025-01-02 14:35,109.19,1158
2025-01-02 14:36,109.11,1687
2025-01-02 14:37,108.75,1654
2025-01-02 14:38,108.91,1308
2025-01-02 14:39,108.78,1473
2025-01-02 14:40,108.57,1438
2025-01-02 14:41,108.76,1131
2025-01-02 14:42,108.38,1954
2025-01-02 14:43,108.61,1851
2025-01-02 14:44,109.48,1797
2025-01-02 14:45,109.84,2853
2025-01-02 14:46,109.99,1040
2025-01-02 14:47,108.79,2754
2025-01-02 14:48,109.27,1976
2025-01-02 14:49,108.82,1012
2025-01-02 14:50,109.22,1798
2025-01-02 14:51,109.07,2747
2025-01-02 14:52,109.81,2102
2025-01-02 14:53,109.21,2530
2025-01-02 14:54,109.12,2838
2025-01-02 14:55,108.23,1451
2025-01-02 14:56,107.83,1994
2025-01-02 14:57,107.86,1059
2025-01-02 14:58,107.29,2634
2025-01-02 14:59,107.77,1828
2025-01-02 15:00,107.62,2883
2025-01-02 15:01,106.67,1261
2025-01-02 15:02,107.28,2857
2025-01-02 15:03,107.21,1806
2025-01-02 15:04,106.59,1171
2025-01-02 15:05,106.19,2316
2025-01-02 15:06,105.28,1372
2025-01-02 15:07,105.72,1102
2025-01-02 15:08,105.69,1931
2025-01-02 15:09,106.14,1669
2025-01-02 15:10,105.60,1569
2025-01-02 15:11,106.48,2540
2025-01-02 15:12,106.97,2709
2025-01-02 15:13,106.82,1167
2025-01-02 15:14,106.00,1106
2025-01-02 15:15,106.15,2949
2025-01-02 15:16,105.73,2599
2025-01-02 15:17,106.31,2960
2025-01-02 15:18,105.83,2944
2025-01-02 15:19,105.15,1506
2025-01-02 15:20,105.18,1312
2025-01-02 15:21,105.27,1488
2025-01-02 15:22,105.80,2155
2025-01-02 15:23,106.33,2941
2025-01-02 15:24,106.48,2570
2025-01-02 15:25,107.24,1755
2025-01-02 15:26,107.58,2531
2025-01-02 15:27,108.17,2471
2025-01-02 15:28,108.87,2975
2025-01-02 15:29,109.48,1637
2025-01-02 15:30,109.57,1638
2025-01-02 15:31,109.64,2179
2025-01-02 15:32,109.08,1812
2025-01-02 15:33,107.95,2928
2025-01-02 15:34,107.91,2414
2025-01-02 15:35,107.72,2701
2025-01-02 15:36,107.55,2582
2025-01-02 15:37,107.39,1617
2025-01-02 15:38,107.79,1247
2025-01-02 15:39,107.24,2630
2025-01-02 15:40,108.11,1711
2025-01-02 15:41,108.02,2091
2025-01-02 15:42,107.59,2036
2025-01-02 15:43,107.80,2326
2025-01-02 15:44,107.27,2684
2025-01-02 15:45,108.09,2003
2025-01-02 15:46,109.09,2301
2025-01-02 15:47,109.87,2825
2025-01-02 15:48,110.24,1891
2025-01-02 15:49,109.55,1360
2025-01-02 15:50,109.42,1553
2025-01-02 15:51,108.13,2261
2025-01-02 15:52,108.35,1990
2025-01-02 15:53,107.77,1952
2025-01-02 15:54,107.03,1549
2025-01-02 15:55,107.35,1660
2025-01-02 15:56,107.91,1177
2025-01-02 15:57,107.15,1571
2025-01-02 15:58,107.43,1951
2025-01-02 15:59,107.18,2167
2025-01-02 16:00,106.80,1058
2025-01-02 16:01,106.49,2012
2025-01-02 16:02,106.68,1434
2025-01-02 16:03,106.42,1726
2025-01-02 16:04,106.56,2802
2025-01-02 16:05,106.12,2220
2025-01-02 16:06,106.00,1020
2025-01-02 16:07,105.62,2058
2025-01-02 16:08,105.82,2474
2025-01-02 16:09,105.75,1832
2025-01-02 16:10,104.91,2414
2025-01-02 16:11,104.97,1975
2025-01-02 16:12,104.62,2623
2025-01-02 16:13,104.15,1035
2025-01-02 16:14,104.45,2416
2025-01-02 16:15,104.64,1498
2025-01-02 16:16,104.42,1969
2025-01-02 16:17,105.04,2133
2025-01-02 16:18,104.52,2527
2025-01-02 16:19,104.42,2127
2025-01-02 16:20,104.04,1554
2025-01-02 16:21,104.72,1627
2025-01-02 16:22,104.72,1394
2025-01-02 16:23,104.97,1646
2025-01-02 16:24,105.42,2560
2025-01-02 16:25,105.85,2413
2025-01-02 16:26,105.98,1991
2025-01-02 16:27,106.31,1566
2025-01-02 16:28,106.09,2074
2025-01-02 16:29,104.73,2222
2025-01-02 16:30,104.69,1397
2025-01-02 16:31,104.91,1606
2025-01-02 16:32,104.96,1028
2025-01-02 16:33,105.27,2450
2025-01-02 16:34,104.88,2995
2025-01-02 16:35,104.79,1111
2025-01-02 16:36,104.06,1258
2025-01-02 16:37,103.81,2306
2025-01-02 16:38,104.20,2787
2025-01-02 16:39,103.77,1025
2025-01-02 16:40,103.27,1902
2025-01-02 16:41,103.02,1697
2025-01-02 16:42,103.08,2927
2025-01-02 16:43,103.23,2764
2025-01-02 16:44,102.31,1820
2025-01-02 16:45,102.44,2007
2025-01-02 16:46,103.07,1109
2025-01-02 16:47,103.39,1310
2025-01-02 16:48,103.77,1622
2025-01-02 16:49,104.29,1174
2025-01-02 16:50,104.54,2565
2025-01-02 16:51,104.53,1852
2025-01-02 16:52,103.83,1462
2025-01-02 16:53,103.29,2588
2025-01-02 16:54,102.74,1906
2025-01-02 16:55,102.67,1608
2025-01-02 16:56,103.64,1625
2025-01-02 16:57,102.47,2164
2025-01-02 16:58,101.97,2515
2025-01-02 16:59,101.50,1203
2025-01-02 17:00,101.82,1432
2025-01-02 17:01,101.71,1541
2025-01-02 17:02,101.55,1355
2025-01-02 17:03,101.31,2130
2025-01-02 17:04,101.34,1922
2025-01-02 17:05,101.36,2411
2025-01-02 17:06,101.01,1474
2025-01-02 17:07,100.78,1590
2025-01-02 17:08,100.57,1929
2025-01-02 17:09,99.82,1145
2025-01-02 17:10,99.39,2613
2025-01-02 17:11,98.34,2620
2025-01-02 17:12,97.82,2912
2025-01-02 17:13,97.30,1405
2025-01-02 17:14,96.74,2326
2025-01-02 17:15,97.02,1305
2025-01-02 17:16,97.81,1146
2025-01-02 17:17,97.30,1122
2025-01-02 17:18,97.51,2533
2025-01-02 17:19,97.89,2688
2025-01-02 17:20,97.51,1254
2025-01-02 17:21,97.34,1959
2025-01-02 17:22,97.05,2930
2025-01-02 17:23,96.33,1557
2025-01-02 17:24,95.74,1164
2025-01-02 17:25,95.74,2224
2025-01-02 17:26,96.26,1660
2025-01-02 17:27,96.39,2236
2025-01-02 17:28,96.39,2969
2025-01-02 17:29,96.61,2380
2025-01-02 17:30,96.94,2947
2025-01-02 17:31,96.38,1042
2025-01-02 17:32,97.13,1551
2025-01-02 17:33,97.13,2180
2025-01-02 17:34,97.94,1963
2025-01-02 17:35,98.15,2062
2025-01-02 17:36,97.51,1371
2025-01-02 17:37,96.60,2198
2025-01-02 17:38,95.75,2984
2025-01-02 17:39,96.11,1186
2025-01-02 17:40,95.61,1657
2025-01-02 17:41,95.71,2372
2025-01-02 17:42,95.94,1843
2025-01-02 17:43,96.12,2420
2025-01-02 17:44,95.39,1820
2025-01-02 17:45,95.41,2666
2025-01-02 17:46,95.42,1180
2025-01-02 17:47,95.28,1644
2025-01-02 17:48,95.28,2582
2025-01-02 17:49,95.52,1827
2025-01-02 17:50,96.14,1002
2025-01-02 17:51,95.44,2346
2025-01-02 17:52,95.82,1111
2025-01-02 17:53,95.41,1384
2025-01-02 17:54,94.72,2020
2025-01-02 17:55,94.64,2280
2025-01-02 17:56,94.49,1546
2025-01-02 17:57,94.54,2124
2025-01-02 17:58,94.82,2803
2025-01-02 17:59,95.13,2430
2025-01-02 18:00,95.01,2290
2025-01-02 18:01,95.02,2246
2025-01-02 18:02,95.26,1636
2025-01-02 18:03,94.51,2128
2025-01-02 18:04,95.02,1460
2025-01-02 18:05,95.06,2723
2025-01-02 18:06,95.54,1240
2025-01-02 18:07,95.25,2326
2025-01-02 18:08,95.54,2467
2025-01-02 18:09,95.03,1597
2025-01-02 18:10,94.63,2709
2025-01-02 18:11,94.61,1988
2025-01-02 18:12,94.98,2128
2025-01-02 18:13,94.93,1296
2025-01-02 18:14,94.09,2040
2025-01-02 18:15,94.84,2528
2025-01-02 18:16,95.57,1565
2025-01-02 18:17,94.88,2582
2025-01-02 18:18,95.01,2913
2025-01-02 18:19,94.51,2613
2025-01-02 18:20,93.58,1579
2025-01-02 18:21,93.54,2486
2025-01-02 18:22,93.34,2351
2025-01-02 18:23,93.97,2002
2025-01-02 18:24,94.33,1991
2025-01-02 18:25,93.93,1706
2025-01-02 18:26,93.51,1772
2025-01-02 18:27,94.24,1932
2025-01-02 18:28,95.16,2428
2025-01-02 18:29,94.75,1489
2025-01-02 18:30,94.42,2588
2025-01-02 18:31,94.26,1841
2025-01-02 18:32,95.06,2444
2025-01-02 18:33,95.28,2870
2025-01-02 18:34,95.47,2359
2025-01-02 18:35,95.01,2622
2025-01-02 18:36,95.62,2014
2025-01-02 18:37,94.35,2975
2025-01-02 18:38,94.92,2208
2025-01-02 18:39,95.06,1679
2025-01-02 18:40,95.75,1901
2025-01-02 18:41,95.01,1204
2025-01-02 18:42,94.46,2479
2025-01-02 18:43,94.37,1295
2025-01-02 18:44,93.76,1316
2025-01-02 18:45,94.15,1153
2025-01-02 18:46,92.85,1693
2025-01-02 18:47,93.11,2276
2025-01-02 18:48,92.85,2744
2025-01-02 18:49,92.17,1672
2025-01-02 18:50,92.77,1778
2025-01-02 18:51,91.97,2954
2025-01-02 18:52,91.65,2555
2025-01-02 18:53,92.38,1999
2025-01-02 18:54,92.47,1140
2025-01-02 18:55,92.37,1480
2025-01-02 18:56,91.61,1465
2025-01-02 18:57,90.78,2529
2025-01-02 18:58,91.95,2557
2025-01-02 18:59,92.69,2297
2025-01-02 19:00,92.63,1340
2025-01-02 19:01,92.41,2421
2025-01-02 19:02,92.37,1664
2025-01-02 19:03,92.49,2630
2025-01-02 19:04,92.93,1882
2025-01-02 19:05,93.09,1298
2025-01-02 19:06,93.11,2396
2025-01-02 19:07,93.63,2623
2025-01-02 19:08,93.76,2248
2025-01-02 19:09,94.04,2783
2025-01-02 19:10,93.48,2019
2025-01-02 19:11,93.99,2869
2025-01-02 19:12,93.67,2306
2025-01-02 19:13,93.49,1520
2025-01-02 19:14,92.77,2840
2025-01-02 19:15,92.96,2647
2025-01-02 19:16,92.56,2119
2025-01-02 19:17,92.65,1323
2025-01-02 19:18,93.72,2203
2025-01-02 19:19,94.26,1612
2025-01-02 19:20,93.93,1512
2025-01-02 19:21,93.52,1935
2025-01-02 19:22,93.71,1787
2025-01-02 19:23,93.44,2747
2025-01-02 19:24,93.07,2171
2025-01-02 19:25,93.11,1735
2025-01-02 19:26,91.71,1604
2025-01-02 19:27,91.00,1044
2025-01-02 19:28,91.73,1562
2025-01-02 19:29,91.62,1016
2025-01-02 19:30,90.93,2525
2025-01-02 19:31,90.62,2993
2025-01-02 19:32,91.27,2017
2025-01-02 19:33,91.48,2705
2025-01-02 19:34,91.82,2636
2025-01-02 19:35,91.59,1471
2025-01-02 19:36,91.22,2303
2025-01-02 19:37,90.93,1389
2025-01-02 19:38,90.39,2476
2025-01-02 19:39,89.87,2571
2025-01-02 19:40,89.35,2286
2025-01-02 19:41,88.55,1198
2025-01-02 19:42,89.14,1632
2025-01-02 19:43,88.73,2615
2025-01-02 19:44,88.12,2499
2025-01-02 19:45,88.35,1269
2025-01-02 19:46,88.71,2530
2025-01-02 19:47,88.93,1850
2025-01-02 19:48,89.05,2104
2025-01-02 19:49,89.29,2794
2025-01-02 19:50,89.90,2870
2025-01-02 19:51,89.79,1558
2025-01-02 19:52,89.97,2688
2025-01-02 19:53,89.64,2933
2025-01-02 19:54,88.73,2528
2025-01-02 19:55,88.84,2782
2025-01-02 19:56,88.71,2972
2025-01-02 19:57,88.92,1154
2025-01-02 19:58,89.74,2761
2025-01-02 19:59,90.75,2385
2025-01-02 20:00,90.53,2980
2025-01-02 20:01,89.15,2732
2025-01-02 20:02,89.31,2619
2025-01-02 20:03,88.86,1808
2025-01-02 20:04,89.47,1931
2025-01-02 20:05,89.53,1754
2025-01-02 20:06,89.18,2197
2025-01-02 20:07,88.52,1780
2025-01-02 20:08,89.04,1221
2025-01-02 20:09,87.97,2382
2025-01-02 20:10,87.99,2810
2025-01-02 20:11,88.10,2931
2025-01-02 20:12,87.07,1453
2025-01-02 20:13,86.65,2326
2025-01-02 20:14,87.51,2862
2025-01-02 20:15,87.87,2435
2025-01-02 20:16,87.71,1286
2025-01-02 20:17,88.19,1092
2025-01-02 20:18,88.59,2008
2025-01-02 20:19,88.45,1237
2025-01-02 20:20,89.31,1277
2025-01-02 20:21,89.91,1795
2025-01-02 20:22,89.19,2521
2025-01-02 20:23,89.41,2426
2025-01-02 20:24,89.90,2520
2025-01-02 20:25,89.72,2488
2025-01-02 20:26,90.02,1202
2025-01-02 20:27,90.44,2707
2025-01-02 20:28,89.93,2948
2025-01-02 20:29,89.97,1572
2025-01-02 20:30,90.44,1908
2025-01-02 20:31,90.54,1910
2025-01-02 20:32,91.47,1203
2025-01-02 20:33,91.17,2404
2025-01-02 20:34,90.45,2320
2025-01-02 20:35,91.25,1734
2025-01-02 20:36,91.62,2982
2025-01-02 20:37,91.77,1250
2025-01-02 20:38,92.65,1187
2025-01-02 20:39,92.36,2357
2025-01-02 20:40,92.53,2988
2025-01-02 20:41,93.22,1043
2025-01-02 20:42,93.65,1257
2025-01-02 20:43,93.79,2611
2025-01-02 20:44,93.62,2567
2025-01-02 20:45,93.54,2135
2025-01-02 20:46,93.64,2781
2025-01-02 20:47,93.97,1477
2025-01-02 20:48,93.84,2844
2025-01-02 20:49,94.09,2220
2025-01-02 20:50,95.07,1296
2025-01-02 20:51,95.09,1266
2025-01-02 20:52,94.23,1225
2025-01-02 20:53,94.00,2353
2025-01-02 20:54,94.18,1733
2025-01-02 20:55,93.98,2617
2025-01-02 20:56,94.14,1032
2025-01-02 20:57,93.49,1356
2025-01-02 20:58,93.47,1862
2025-01-02 20:59,93.73,2077
2025-01-02 21:00,93.87,1918
2025-01-02 21:01,93.98,2593
2025-01-02 21:02,93.55,1925
2025-01-02 21:03,94.06,2031
2025-01-02 21:04,94.18,2489
2025-01-02 21:05,94.86,2604
2025-01-02 21:06,95.48,1617
2025-01-02 21:07,95.08,1938
2025-01-02 21:08,95.00,1980
2025-01-02 21:09,94.91,2735
2025-01-02 21:10,94.29,2004
2025-01-02 21:11,94.73,2458
2025-01-02 21:12,94.89,1165
2025-01-02 21:13,94.79,1659
2025-01-02 21:14,94.64,1563
2025-01-02 21:15,94.53,2278
2025-01-02 21:16,94.10,1665
2025-01-02 21:17,93.64,1780
2025-01-02 21:18,94.25,1929
2025-01-02 21:19,94.23,2035
2025-01-02 21:20,94.05,2437
2025-01-02 21:21,93.91,1234
2025-01-02 21:22,94.35,2574
2025-01-02 21:23,93.77,2129
2025-01-02 21:24,93.70,1924
2025-01-02 21:25,93.36,2818
2025-01-02 21:26,93.42,1928
2025-01-02 21:27,93.87,1816
2025-01-02 21:28,93.68,1874
2025-01-02 21:29,93.79,1640
2025-01-02 21:30,93.55,1312
2025-01-02 21:31,93.13,2406
2025-01-02 21:32,93.29,2703
2025-01-02 21:33,93.21,1174
2025-01-02 21:34,93.40,2513
2025-01-02 21:35,93.52,1763
2025-01-02 21:36,93.76,2201
2025-01-02 21:37,93.17,2959
2025-01-02 21:38,92.76,1250
2025-01-02 21:39,92.59,1841
2025-01-02 21:40,92.14,2536
2025-01-02 21:41,92.73,1866
2025-01-02 21:42,93.27,2983
2025-01-02 21:43,92.68,1589
2025-01-02 21:44,92.30,2183
2025-01-02 21:45,92.03,2039
2025-01-02 21:46,92.20,1459
2025-01-02 21:47,92.91,2735
2025-01-02 21:48,93.66,1752
2025-01-02 21:49,94.27,1235
2025-01-02 21:50,94.32,2653
2025-01-02 21:51,93.67,1878
2025-01-02 21:52,94.43,2676
2025-01-02 21:53,93.31,2273
2025-01-02 21:54,92.77,1053
2025-01-02 21:55,92.30,2247
2025-01-02 21:56,93.15,1547
2025-01-02 21:57,92.74,1059
2025-01-02 21:58,93.07,1632
2025-01-02 21:59,93.78,2887
2025-01-02 22:00,93.75,2781
2025-01-02 22:01,93.80,1293
2025-01-02 22:02,93.33,1290
2025-01-02 22:03,93.13,2517
2025-01-02 22:04,93.04,2528
2025-01-02 22:05,92.95,2086
2025-01-02 22:06,93.07,1698
2025-01-02 22:07,93.57,1322
2025-01-02 22:08,93.03,2590
2025-01-02 22:09,93.61,2928
2025-01-02 22:10,93.42,1107
2025-01-02 22:11,93.33,1318
2025-01-02 22:12,93.71,2380
2025-01-02 22:13,94.29,1167
2025-01-02 22:14,94.19,1994
2025-01-02 22:15,94.92,2243
2025-01-02 22:16,94.55,2546
2025-01-02 22:17,94.69,2049
2025-01-02 22:18,95.09,1580
2025-01-02 22:19,95.44,2388
2025-01-02 22:20,95.19,2366
2025-01-02 22:21,94.67,1631
2025-01-02 22:22,95.15,2227
2025-01-02 22:23,95.29,1112
2025-01-02 22:24,95.71,1432
2025-01-02 22:25,95.73,2571
